acceptor_id,assignee_id,availability,collateral,contract_id,date_accepted,date_completed,date_expired,date_issued,days_to_complete,end_location_id,for_corporation,issuer_corporation_id,issuer_id,price,reward,start_location_id,status,title,type,volume,issuer_name,price_formatted,jita_sell_value,jita_buy_value,markup_amount,markup_percent,items_count,missing_prices,appraisal_code,appraisal_date
2119522407,98377551,personal,0.0,215629114,2025-03-13 19:06:26+00:00,2025-03-13 19:06:26+00:00,2025-04-10 17:10:51+00:00,2025-03-13 17:10:51+00:00,0,1047470790437,False,98377551,408369687,350000000.0,0.0,1047470790437,finished,Cyclone Fleet,item_exchange,216000.0,xioros1,"350,000,000.00",289418514,71049165,60581486,20.93,51.0,0.0,w4S9rj,2025-04-12 13:29:45
0,98377551,personal,0.0,215629115,,,2025-04-10 17:10:51+00:00,2025-03-13 17:10:51+00:00,0,1047470790437,False,98377551,408369687,350000000.0,0.0,1047470790437,outstanding,Cyclone Fleet,item_exchange,216000.0,xioros1,"350,000,000.00",289418514,71049165,60581486,20.93,51.0,0.0,AtGkmf,2025-04-12 13:29:47
0,98377551,personal,0.0,215629116,,,2025-04-10 17:10:51+00:00,2025-03-13 17:10:51+00:00,0,1047470790437,False,98377551,408369687,350000000.0,0.0,1047470790437,outstanding,Cyclone Fleet,item_exchange,216000.0,xioros1,"350,000,000.00",289418514,71049165,60581486,20.93,51.0,0.0,3pEJ0q,2025-04-12 13:29:48
0,98377551,personal,0.0,215629117,,,2025-04-10 17:10:52+00:00,2025-03-13 17:10:52+00:00,0,1047470790437,False,98377551,408369687,350000000.0,0.0,1047470790437,outstanding,Cyclone Fleet,item_exchange,216000.0,xioros1,"350,000,000.00",289418514,71049165,60581486,20.93,51.0,0.0,p7YK5y,2025-04-12 13:29:49
0,98377551,personal,0.0,215629118,,,2025-04-10 17:10:52+00:00,2025-03-13 17:10:52+00:00,0,1047470790437,False,98377551,408369687,350000000.0,0.0,1047470790437,outstanding,Cyclone Fleet,item_exchange,216000.0,xioros1,"350,000,000.00",289418514,71049165,60581486,20.93,51.0,0.0,yRcItQ,2025-04-12 13:29:51
94468357,98377551,personal,0.0,215629119,2025-03-13 19:02:46+00:00,2025-03-13 19:02:46+00:00,2025-04-10 17:10:52+00:00,2025-03-13 17:10:52+00:00,0,1047470790437,False,98377551,408369687,350000000.0,0.0,1047470790437,finished,Cyclone Fleet,item_exchange,216000.0,xioros1,"350,000,000.00",289418514,71049165,60581486,20.93,51.0,0.0,0J44VR,2025-04-12 13:29:52
0,98377551,personal,0.0,215629120,,,2025-04-10 17:10:52+00:00,2025-03-13 17:10:52+00:00,0,1047470790437,False,98377551,408369687,350000000.0,0.0,1047470790437,outstanding,Cyclone Fleet,item_exchange,216000.0,xioros1,"350,000,000.00",289418514,71049165,60581486,20.93,52.0,0.0,ytf0SB,2025-04-12 13:29:53
95514011,98377551,personal,0.0,215629121,2025-03-13 18:25:27+00:00,2025-03-13 18:25:27+00:00,2025-04-10 17:10:53+00:00,2025-03-13 17:10:53+00:00,0,1047470790437,False,98377551,408369687,350000000.0,0.0,1047470790437,finished,Cyclone Fleet,item_exchange,216000.0,xioros1,"350,000,000.00",289418514,71049165,60581486,20.93,51.0,0.0,BD4kpp,2025-04-12 13:29:55
0,98377551,personal,0.0,215629122,,,2025-04-10 17:10:53+00:00,2025-03-13 17:10:53+00:00,0,1047470790437,False,98377551,408369687,350000000.0,0.0,1047470790437,outstanding,Cyclone Fleet,item_exchange,216000.0,xioros1,"350,000,000.00",286972948,68767503,63027052,21.96,51.0,0.0,AwBTJ5,2025-04-12 13:29:56
0,98377551,personal,0.0,215629123,,,2025-04-10 17:10:53+00:00,2025-03-13 17:10:53+00:00,0,1047470790437,False,98377551,408369687,350000000.0,0.0,1047470790437,outstanding,Cyclone Fleet,item_exchange,216000.0,xioros1,"350,000,000.00",289418514,71049165,60581486,20.93,51.0,0.0,GpG4aq,2025-04-12 13:29:58
1406315306,98377551,personal,0.0,215629124,2025-03-15 07:17:38+00:00,2025-03-15 07:17:38+00:00,2025-04-10 17:10:53+00:00,2025-03-13 17:10:53+00:00,0,1047470790437,False,98377551,408369687,350000000.0,0.0,1047470790437,finished,Cyclone Fleet,item_exchange,216000.0,xioros1,"350,000,000.00",289418514,71049165,60581486,20.93,51.0,0.0,21gEhR,2025-04-12 13:29:59
737519338,98377551,personal,0.0,215630643,2025-03-25 17:39:33+00:00,2025-03-25 17:39:33+00:00,2025-04-10 18:01:10+00:00,2025-03-13 18:01:10+00:00,0,1047470790437,False,98377551,408369687,430000000.0,0.0,1047470790437,finished,Narnia Curse Cheap,item_exchange,120000.0,xioros1,"430,000,000.00",347707268,307485407,82292732,23.67,33.0,0.0,Prh2xl,2025-04-12 13:30:00
0,98377551,personal,0.0,215632785,,,2025-04-10 19:25:49+00:00,2025-03-13 19:25:49+00:00,0,1047470790437,False,98377551,1388120057,385000000.0,0.0,1047470790437,outstanding,Basilisk 100MN CFI,item_exchange,107000.0,TheParadine,"385,000,000.00",357564619,246651427,27435381,7.67,22.0,0.0,TbBuIO,2025-04-12 13:30:01
606624541,99004013,personal,0.0,215635431,2025-03-13 20:59:04+00:00,2025-03-13 20:59:04+00:00,2025-04-10 20:56:05+00:00,2025-03-13 20:56:05+00:00,0,1047470790437,False,98377551,2115560599,200000000.0,0.0,1047470790437,finished,"omen navy, pulse, nano",item_exchange,101000.0,Forky McForkerson,"200,000,000.00",99249491,80289103,100750509,101.51,39.0,0.0,H846Lp,2025-04-12 13:30:02
0,99004013,personal,0.0,215635432,,,2025-04-10 20:56:05+00:00,2025-03-13 20:56:05+00:00,0,1047470790437,False,98377551,2115560599,200000000.0,0.0,1047470790437,outstanding,"omen navy, pulse, nano",item_exchange,101000.0,Forky McForkerson,"200,000,000.00",103454457,83854969,96545543,93.32,30.0,0.0,HlzmQo,2025-04-12 13:30:03
0,99004013,personal,0.0,215635433,,,2025-04-10 20:56:05+00:00,2025-03-13 20:56:05+00:00,0,1047470790437,False,98377551,2115560599,200000000.0,0.0,1047470790437,outstanding,"omen navy, pulse, nano",item_exchange,101000.0,Forky McForkerson,"200,000,000.00",105179476,83064801,94820524,90.15,47.0,0.0,LbIaHe,2025-04-12 13:30:04
0,98377551,personal,0.0,215668289,,,2025-04-11 18:59:36+00:00,2025-03-14 18:59:36+00:00,0,1047470790437,False,98377551,408369687,430000000.0,0.0,1047470790437,outstanding,Narnia Curse,item_exchange,120000.0,xioros1,"430,000,000.00",347707268,307485407,82292732,23.67,32.0,0.0,bnAOry,2025-04-12 13:30:05
93169249,98377551,personal,0.0,215668290,2025-03-22 15:41:58+00:00,2025-03-22 15:41:58+00:00,2025-04-11 18:59:36+00:00,2025-03-14 18:59:36+00:00,0,1047470790437,False,98377551,408369687,430000000.0,0.0,1047470790437,finished,Narnia Curse,item_exchange,120000.0,xioros1,"430,000,000.00",347707268,307485407,82292732,23.67,32.0,0.0,wljAKw,2025-04-12 13:30:06
0,98377551,personal,0.0,215668292,,,2025-04-11 18:59:36+00:00,2025-03-14 18:59:36+00:00,0,1047470790437,False,98377551,408369687,430000000.0,0.0,1047470790437,outstanding,Narnia Curse,item_exchange,120000.0,xioros1,"430,000,000.00",347707268,307485407,82292732,23.67,32.0,0.0,c9qJqT,2025-04-12 13:30:07
0,98377551,personal,0.0,215668293,,,2025-04-11 18:59:36+00:00,2025-03-14 18:59:36+00:00,0,1047470790437,False,98377551,408369687,430000000.0,0.0,1047470790437,outstanding,Narnia Curse,item_exchange,120000.0,xioros1,"430,000,000.00",347707268,307485407,82292732,23.67,32.0,0.0,HGfSxF,2025-04-12 13:30:08
2115560599,98377551,personal,0.0,215692799,2025-04-08 18:34:28+00:00,2025-04-08 18:34:28+00:00,2025-04-12 11:36:04+00:00,2025-03-15 11:36:04+00:00,0,1047470790437,False,98377551,408369687,650000000.0,0.0,1047470790437,finished,Narnia Abso https://janice.e-351.com/a/dewHpK,item_exchange,234000.0,xioros1,"650,000,000.00",583018975,485850705,66981025,11.49,37.0,0.0,cpPt50,2025-04-12 13:30:10
0,98377551,personal,0.0,215692800,,,2025-04-12 11:36:05+00:00,2025-03-15 11:36:05+00:00,0,1047470790437,False,98377551,408369687,650000000.0,0.0,1047470790437,outstanding,Narnia Abso https://janice.e-351.com/a/dewHpK,item_exchange,234000.0,xioros1,"650,000,000.00",583018975,485850705,66981025,11.49,37.0,0.0,s1ZMst,2025-04-12 13:30:11
0,98377551,personal,0.0,215692801,,,2025-04-12 11:36:05+00:00,2025-03-15 11:36:05+00:00,0,1047470790437,False,98377551,408369687,650000000.0,0.0,1047470790437,outstanding,Narnia Abso https://janice.e-351.com/a/dewHpK,item_exchange,234000.0,xioros1,"650,000,000.00",583018975,485850705,66981025,11.49,37.0,0.0,Bm8g72,2025-04-12 13:30:12
0,98377551,personal,0.0,215692802,,,2025-04-12 11:36:05+00:00,2025-03-15 11:36:05+00:00,0,1047470790437,False,98377551,408369687,650000000.0,0.0,1047470790437,outstanding,Narnia Abso https://janice.e-351.com/a/dewHpK,item_exchange,234000.0,xioros1,"650,000,000.00",583018975,485850705,66981025,11.49,37.0,0.0,vq9mzi,2025-04-12 13:30:13
0,98377551,personal,0.0,215692803,,,2025-04-12 11:36:05+00:00,2025-03-15 11:36:05+00:00,0,1047470790437,False,98377551,408369687,650000000.0,0.0,1047470790437,outstanding,Narnia Abso https://janice.e-351.com/a/dewHpK,item_exchange,234000.0,xioros1,"650,000,000.00",583018975,485850705,66981025,11.49,37.0,0.0,vhJTKT,2025-04-12 13:30:15
737519338,98377551,personal,0.0,215692804,2025-04-01 20:21:04+00:00,2025-04-01 20:21:04+00:00,2025-04-12 11:36:05+00:00,2025-03-15 11:36:05+00:00,0,1047470790437,False,98377551,408369687,650000000.0,0.0,1047470790437,finished,Narnia Abso https://janice.e-351.com/a/dewHpK,item_exchange,234000.0,xioros1,"650,000,000.00",583018975,485850705,66981025,11.49,37.0,0.0,eCMPPn,2025-04-12 13:30:16
737519338,98377551,personal,0.0,215692805,2025-03-31 19:27:40+00:00,2025-03-31 19:27:40+00:00,2025-04-12 11:36:06+00:00,2025-03-15 11:36:06+00:00,0,1047470790437,False,98377551,408369687,650000000.0,0.0,1047470790437,finished,Narnia Abso https://janice.e-351.com/a/dewHpK,item_exchange,234000.0,xioros1,"650,000,000.00",583018975,485850705,66981025,11.49,37.0,0.0,EYLQy3,2025-04-12 13:30:17
0,98377551,personal,0.0,215692857,,,2025-04-12 11:37:33+00:00,2025-03-15 11:37:33+00:00,0,1047470790437,False,98377551,408369687,370000000.0,0.0,1047470790437,outstanding,Nano Vaga https://janice.e-351.com/a/4sFD07,item_exchange,80000.0,xioros1,"370,000,000.00",292789011,71964767,77210989,26.37,30.0,0.0,DAlKY9,2025-04-12 13:30:18
0,98377551,personal,0.0,215692858,,,2025-04-12 11:37:33+00:00,2025-03-15 11:37:33+00:00,0,1047470790437,False,98377551,408369687,370000000.0,0.0,1047470790437,outstanding,Nano Vaga https://janice.e-351.com/a/4sFD07,item_exchange,80000.0,xioros1,"370,000,000.00",292105335,71320320,77894665,26.67,30.0,0.0,yLf3KJ,2025-04-12 13:30:19
0,98377551,personal,0.0,215692859,,,2025-04-12 11:37:33+00:00,2025-03-15 11:37:33+00:00,0,1047470790437,False,98377551,408369687,370000000.0,0.0,1047470790437,outstanding,Nano Vaga https://janice.e-351.com/a/4sFD07,item_exchange,80000.0,xioros1,"370,000,000.00",292105335,71320320,77894665,26.67,30.0,0.0,NeAsXa,2025-04-12 13:30:20
0,98377551,personal,0.0,215692860,,,2025-04-12 11:37:33+00:00,2025-03-15 11:37:33+00:00,0,1047470790437,False,98377551,408369687,370000000.0,0.0,1047470790437,outstanding,Nano Vaga https://janice.e-351.com/a/4sFD07,item_exchange,80000.0,xioros1,"370,000,000.00",292105335,71320320,77894665,26.67,30.0,0.0,nU0UQt,2025-04-12 13:30:21
95693045,98377551,personal,0.0,215692861,2025-04-08 22:44:45+00:00,2025-04-08 22:44:45+00:00,2025-04-12 11:37:33+00:00,2025-03-15 11:37:33+00:00,0,1047470790437,False,98377551,408369687,370000000.0,0.0,1047470790437,finished,Nano Vaga https://janice.e-351.com/a/4sFD07,item_exchange,80000.0,xioros1,"370,000,000.00",292105335,71320320,77894665,26.67,30.0,0.0,vDTwpT,2025-04-12 13:30:22
815190597,98377551,personal,0.0,215692909,2025-03-17 20:57:39+00:00,2025-03-17 20:57:39+00:00,2025-04-12 11:38:55+00:00,2025-03-15 11:38:55+00:00,0,1047470790437,False,98377551,408369687,55000000.0,0.0,1047470790437,finished,Ramjag,item_exchange,27289.0,xioros1,"55,000,000.00",43482978,36082581,11517022,26.49,17.0,0.0,CCD2CQ,2025-04-12 13:30:23
2118870390,98377551,personal,0.0,215692910,2025-03-20 12:36:30+00:00,2025-03-20 12:36:30+00:00,2025-04-12 11:38:55+00:00,2025-03-15 11:38:55+00:00,0,1047470790437,False,98377551,408369687,55000000.0,0.0,1047470790437,finished,Ramjag,item_exchange,27289.0,xioros1,"55,000,000.00",43482978,36082581,11517022,26.49,17.0,0.0,XXpyeX,2025-04-12 13:30:24
